S,3212,46.017,573.668,0.082,367.35,0.02,1.606071,0.000302,2.28473,0.00032,65.708,129.637,109.769,21.915,73297.551
S,3212,46.076,570.137,0.090,366.96,0.02,1.594491,0.000327,2.27067,0.00036,65.716,129.624,109.765,21.915,73297.387
S,3212,46.124,567.190,0.099,366.67,0.02,1.584979,0.000356,2.25893,0.00039,65.724,129.612,109.761,21.916,73297.223
S,3212,46.164,564.698,0.107,366.44,0.02,1.577024,0.000381,2.24901,0.00043,65.731,129.599,109.758,21.917,73297.060
S,3212,46.201,562.430,0.109,366.24,0.02,1.569823,0.000384,2.23997,0.00043,65.739,129.587,109.754,21.918,73296.896
S,3212,46.235,560.332,0.104,366.05,0.02,1.563188,0.000367,2.23162,0.00041,65.747,129.574,109.750,21.919,73296.732
S,3212,46.266,558.426,0.096,365.89,0.02,1.557162,0.000343,2.22403,0.00038,65.755,129.562,109.747,21.920,73296.568
S,3212,46.297,556.546,0.090,365.71,0.02,1.551188,0.000323,2.21654,0.00036,65.763,129.549,109.743,21.920,73296.404
S,3212,46.331,554.492,0.088,365.52,0.02,1.544623,0.000320,2.20836,0.00035,65.770,129.537,109.739,21.921,73296.240
S,3212,46.365,552.394,0.090,365.31,0.02,1.537904,0.000328,2.20000,0.00036,65.778,129.524,109.736,21.922,73296.076
S,3212,46.399,550.386,0.091,365.11,0.02,1.531471,0.000335,2.19201,0.00036,65.786,129.512,109.732,21.923,73295.913
S,3212,46.430,548.509,0.092,364.92,0.03,1.525448,0.000340,2.18453,0.00037,65.794,129.499,109.728,21.924,73295.749
S,3212,46.460,546.762,0.092,364.73,0.03,1.519814,0.000340,2.17757,0.00037,65.802,129.486,109.725,21.925,73295.585
